0	1e-05	7.07107e-06	1
0.1	1.07327e-05	7.58916e-06	0.997505
0.2	1.15191e-05	8.14522e-06	0.990083
0.3	1.23631e-05	8.74201e-06	0.977914
0.4	1.32689e-05	9.38254e-06	0.961291
0.5	1.42411e-05	1.007e-05	0.940598
0.6	1.52846e-05	1.08078e-05	0.91629
0.7	1.64045e-05	1.15997e-05	0.888872
0.8	1.76064e-05	1.24496e-05	0.858876
0.9	1.88964e-05	1.33618e-05	0.826838
1	2.0281e-05	1.43408e-05	0.793278
1.1	2.17669e-05	1.53915e-05	0.75869
1.2	2.33618e-05	1.65193e-05	0.723523
1.3	2.50735e-05	1.77296e-05	0.688183
1.4	2.69106e-05	1.90287e-05	0.65302
1.5	2.88823e-05	2.04229e-05	0.618333
1.6	3.09985e-05	2.19193e-05	0.584369
1.7	3.32698e-05	2.35253e-05	0.551328
1.8	3.57075e-05	2.5249e-05	0.519365
1.9	3.83237e-05	2.7099e-05	0.488594
2	4.11317e-05	2.90845e-05	0.459098
2.1	4.41454e-05	3.12155e-05	0.430928
2.2	4.73799e-05	3.35027e-05	0.40411
2.3	5.08514e-05	3.59574e-05	0.378651
2.4	5.45773e-05	3.8592e-05	0.354542
2.5	5.85761e-05	4.14196e-05	0.331759
2.6	6.2868e-05	4.44544e-05	0.310269
2.7	6.74743e-05	4.77115e-05	0.290031
2.8	7.24181e-05	5.12073e-05	0.270999
2.9	7.77242e-05	5.49593e-05	0.253123
3	8.3419e-05	5.89861e-05	0.23635
3.1	8.95311e-05	6.3308e-05	0.220627
3.2	9.6091e-05	6.79466e-05	0.2059
3.3	0.000103132	7.2925e-05	0.192115
3.4	0.000110688	7.82682e-05	0.179219
3.5	0.000118798	8.40029e-05	0.167163
3.6	0.000127502	9.01577e-05	0.155896
3.7	0.000136844	9.67635e-05	0.14537
3.8	0.000146871	0.000103853	0.135541
3.9	0.000157632	0.000111463	0.126364
4	0.000169182	0.000119629	0.1178
4.1	0.000181577	0.000128395	0.109808
4.2	0.000194882	0.000137802	0.102353
4.3	0.000209161	0.000147899	0.0953983
4.4	0.000224486	0.000158735	0.0889123
4.5	0.000240934	0.000170366	0.082864
4.6	0.000258587	0.000182848	0.0772245
4.7	0.000277533	0.000196246	0.0719667
4.8	0.000297868	0.000210624	0.0670651
4.9	0.000319693	0.000226057	0.0624959
5	0.000343116	0.00024262	0.0582369
5.1	0.000368256	0.000260397	0.0542672
5.2	0.000395238	0.000279476	0.0505674
5.3	0.000424197	0.000299953	0.0471192
5.4	0.000455278	0.00032193	0.0439057
5.5	0.000488636	0.000345518	0.0409109
5.6	0.000524438	0.000370834	0.0381201
5.7	0.000562864	0.000398005	0.0355194
5.8	0.000604105	0.000427166	0.0330959
5.9	0.000648367	0.000458465	0.0308376
6	0.000695873	0.000492056	0.0287333
6.1	0.000746859	0.000528109	0.0267724
6.2	0.000801581	0.000566803	0.0249453
6.3	0.000860312	0.000608333	0.0232428
6.4	0.000923347	0.000652905	0.0216564
6.5	0.000991	0.000700743	0.0201783
6.6	0.00106361	0.000752086	0.018801
6.7	0.00114154	0.000807191	0.0175177
6.8	0.00122518	0.000866333	0.0163219
6.9	0.00131495	0.000929809	0.0152078
7	0.0014113	0.000997935	0.0141697
7.1	0.0015147	0.00107105	0.0132024
7.2	0.00162568	0.00114953	0.0123012
7.3	0.00174479	0.00123375	0.0114615
7.4	0.00187263	0.00132415	0.010679
7.5	0.00200984	0.00142117	0.00995004
7.6	0.0021571	0.0015253	0.0092708
7.7	0.00231515	0.00163705	0.00863792
7.8	0.00248478	0.001757	0.00804824
7.9	0.00266684	0.00188573	0.00749881
8	0.00286224	0.0020239	0.00698689
8.1	0.00307195	0.00217219	0.00650992
8.2	0.00329703	0.00233134	0.0060655
8.3	0.0035386	0.00250215	0.00565143
8.4	0.00379787	0.00268548	0.00526562
8.5	0.00407614	0.00288224	0.00490615
8.6	0.00437479	0.00309341	0.00457121
8.7	0.00469533	0.00332006	0.00425915
8.8	0.00503935	0.00356331	0.00396838
8.9	0.00540857	0.00382438	0.00369747
9	0.00580485	0.00410458	0.00344505
9.1	0.00623016	0.0044053	0.00320986
9.2	0.00668663	0.00472806	0.00299073
9.3	0.00717655	0.00507445	0.00278656
9.4	0.00770236	0.00544623	0.00259633
9.5	0.00826669	0.00584523	0.00241908
9.6	0.00887236	0.00627346	0.00225393
9.7	0.0095224	0.00673305	0.00210006
9.8	0.0102201	0.00722631	0.00195669
9.9	0.0109688	0.00775568	0.00182311
10	0.0117725	0.00832382	0.00169865
10.1	0.012635	0.00893357	0.00158269
10.2	0.0135607	0.00958795	0.00147464
10.3	0.0145541	0.0102902	0.00137397
10.4	0.0156204	0.0110439	0.00128017
10.5	0.0167647	0.0118528	0.00119277
10.6	0.0179929	0.0127208	0.00111134
10.7	0.019311	0.0136524	0.00103547
10.8	0.0207256	0.0146521	0.000964784
10.9	0.0222438	0.0157248	0.00089892
11	0.0238731	0.016876	0.000837552
11.1	0.0256218	0.0181114	0.000780373
11.2	0.0274984	0.0194369	0.000727098
11.3	0.0295123	0.0208593	0.00067746
11.4	0.0316736	0.0223854	0.000631211
11.5	0.033993	0.0240228	0.000588119
11.6	0.0364821	0.0257796	0.000547969
11.7	0.0391531	0.0276642	0.00051056
11.8	0.0420194	0.029686	0.000475705
11.9	0.0450951	0.0318546	0.000443229
12	0.0483955	0.0341807	0.000412971
12.1	0.0519368	0.0366753	0.000384778
12.2	0.0557365	0.0393504	0.000358509
12.3	0.0598132	0.0422186	0.000334035
12.4	0.064187	0.0452934	0.00031123
12.5	0.0688791	0.0485892	0.000289983
12.6	0.0739126	0.0521211	0.000270186
12.7	0.0793116	0.0559051	0.000251741
12.8	0.0851024	0.0599582	0.000234555
12.9	0.0913127	0.064298	0.000218542
13	0.097972	0.0689434	0.000203623
13.1	0.105112	0.0739136	0.000189722
13.2	0.112766	0.079229	0.00017677
13.3	0.12097	0.0849103	0.000164702
13.4	0.129761	0.090979	0.000153458
13.5	0.139179	0.0974565	0.000142982
13.6	0.149266	0.104365	0.00013322
13.7	0.160067	0.111725	0.000124126
13.8	0.171627	0.119558	0.000115652
13.9	0.183994	0.127882	0.000107756
14	0.19722	0.136716	0.0001004
14.1	0.211355	0.146074	9.35459e-05
14.2	0.226452	0.155966	8.71596e-05
14.3	0.242566	0.166397	8.12094e-05
14.4	0.259749	0.177366	7.56653e-05
14.5	0.278056	0.188861	7.04998e-05
14.6	0.297538	0.200862	6.56868e-05
14.7	0.318244	0.213332	6.12025e-05
14.8	0.340218	0.226219	5.70243e-05
14.9	0.363499	0.239449	5.31313e-05
15	0.388116	0.252925	4.95041e-05
15.1	0.414088	0.26652	4.61245e-05
15.2	0.441419	0.280073	4.29757e-05
15.3	0.470095	0.293385	4.00418e-05
15.4	0.50008	0.306216	3.73082e-05
15.5	0.531313	0.318276	3.47612e-05
15.6	0.563699	0.329228	3.23881e-05
15.7	0.597109	0.338683	3.0177e-05
15.8	0.631372	0.346205	2.81169e-05
15.9	0.66627	0.351315	2.61974e-05
16	0.701538	0.353501	2.44089e-05
16.1	0.736856	0.352236	2.27426e-05
16.2	0.771852	0.346997	2.119e-05
16.3	0.806106	0.337296	1.97434e-05
16.4	0.839148	0.322716	1.83955e-05
16.5	0.870474	0.302943	1.71397e-05
16.6	0.899555	0.277815	1.59696e-05
16.7	0.925855	0.247349	1.48794e-05
16.8	0.948849	0.211779	1.38636e-05
16.9	0.968049	0.171568	1.29171e-05
17	0.983023	0.127411	1.20353e-05
17.1	0.993421	0.0802128	1.12136e-05
17.2	0.998991	0.0310524	1.04481e-05
17.3	0.999596	-0.0188767	9.73483e-06
17.4	0.995221	-0.0683348	9.07025e-06
17.5	0.985975	-0.116111	8.45104e-06
17.6	0.972083	-0.161092	7.8741e-06
17.7	0.953873	-0.202328	7.33654e-06
17.8	0.931759	-0.239071	6.83569e-06
17.9	0.90622	-0.270801	6.36902e-06
18	0.877771	-0.297231	5.93422e-06
18.1	0.846948	-0.318293	5.5291e-06
18.2	0.814284	-0.334109	5.15164e-06
18.3	0.78029	-0.34496	4.79994e-06
18.4	0.745443	-0.351241	4.47226e-06
18.5	0.710178	-0.353426	4.16694e-06
18.6	0.674877	-0.352032	3.88247e-06
18.7	0.639873	-0.347587	3.61742e-06
18.8	0.605444	-0.340609	3.37046e-06
18.9	0.57182	-0.331584	3.14037e-06
